RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS,year,measure
1,1,Rory McIlroy,69,1.23,59.044,48,2016,sg_off_tee
2,2,Dustin Johnson,87,1.117,70.347,63,2016,sg_off_tee
3,3,Bubba Watson,72,0.983,50.136,51,2016,sg_off_tee
4,4,Sergio Garcia,54,0.737,22.858,31,2016,sg_off_tee
5,6,Gary Woodland,95,0.695,54.183,78,2016,sg_off_tee
6,7,Justin Rose,65,0.678,33.234,49,2016,sg_off_tee
7,5,J.B. Holmes,77,0.663,40.423,61,2016,sg_off_tee
8,9,Ryan Palmer,86,0.625,48.747,78,2016,sg_off_tee
9,10,Jamie Lovemark,91,0.609,50.555,83,2016,sg_off_tee
10,11,Scott Piercy,87,0.608,39.548,65,2016,sg_off_tee
T11,T12,Jason Kokrak,89,0.594,44.518,75,2016,sg_off_tee
T11,T12,Andrew Landry,53,0.594,19.59,33,2016,sg_off_tee
13,8,Jhonattan Vegas,97,0.589,47.73,81,2016,sg_off_tee
14,16,Boo Weekley,83,0.571,40.568,71,2016,sg_off_tee
15,17,Lucas Glover,75,0.565,37.881,67,2016,sg_off_tee
16,18,Scott Brown,88,0.545,38.171,70,2016,sg_off_tee
17,19,Brooks Koepka,75,0.542,32.498,60,2016,sg_off_tee
18,20,Rickie Fowler,80,0.529,33.873,64,2016,sg_off_tee
19,14,Hideki Matsuyama,76,0.527,30.546,58,2016,sg_off_tee
20,15,Adam Scott,79,0.522,29.208,56,2016,sg_off_tee
21,22,Scott Pinckney,87,0.511,36.256,71,2016,sg_off_tee
22,23,Hudson Swafford,104,0.497,45.744,92,2016,sg_off_tee
23,21,Paul Casey,77,0.494,28.177,57,2016,sg_off_tee
24,24,Harold Varner III,92,0.472,37.737,80,2016,sg_off_tee
25,26,Emiliano Grillo,93,0.446,32.59,73,2016,sg_off_tee
26,25,Graham DeLaet,70,0.444,26.22,59,2016,sg_off_tee
27,27,Thomas Aiken,70,0.438,21.042,48,2016,sg_off_tee
28,28,Luke List,79,0.427,27.776,65,2016,sg_off_tee
29,29,Jordan Spieth,80,0.402,23.299,58,2016,sg_off_tee
30,31,Louis Oosthuizen,63,0.387,16.262,42,2016,sg_off_tee
31,32,Charley Hoffman,91,0.384,27.272,71,2016,sg_off_tee
32,30,William McGirt,98,0.37,32.6,88,2016,sg_off_tee
33,34,Tony Finau,95,0.365,28.449,78,2016,sg_off_tee
T34,35,Jim Herman,93,0.364,25.877,71,2016,sg_off_tee
T34,37,Matt Kuchar,100,0.364,28.057,77,2016,sg_off_tee
36,38,Patrick Rodgers,89,0.356,25.282,71,2016,sg_off_tee
37,39,Robert Garrigus,69,0.35,19.233,55,2016,sg_off_tee
38,33,Kevin Kisner,97,0.348,25.418,73,2016,sg_off_tee
39,42,Brendan Steele,88,0.331,22.815,69,2016,sg_off_tee
40,40,Daniel Berger,92,0.329,23.654,72,2016,sg_off_tee
41,43,Branden Grace,63,0.326,13.679,42,2016,sg_off_tee
42,41,Sean O'Hair,89,0.325,27.328,84,2016,sg_off_tee
43,44,John Senden,88,0.318,25.085,79,2016,sg_off_tee
44,49,Kevin Chappell,93,0.317,24.744,78,2016,sg_off_tee
45,45,Keegan Bradley,82,0.305,19.234,63,2016,sg_off_tee
46,36,Charl Schwartzel,73,0.304,16.999,56,2016,sg_off_tee
47,46,Shane Lowry,57,0.296,10.97,37,2016,sg_off_tee
48,53,Jason Dufner,105,0.29,22.923,79,2016,sg_off_tee
49,48,Kevin Streelman,82,0.289,18.49,64,2016,sg_off_tee
50,50,Brian Harman,104,0.27,24.842,92,2016,sg_off_tee
51,51,Russell Henley,76,0.269,18.541,69,2016,sg_off_tee
52,54,Chez Reavie,90,0.262,19.934,76,2016,sg_off_tee
53,47,Si Woo Kim,113,0.257,25.472,99,2016,sg_off_tee
54,55,Whee Kim,82,0.252,16.391,65,2016,sg_off_tee
55,56,Adam Hadwin,93,0.223,19.628,88,2016,sg_off_tee
56,57,Rod Pampling,54,0.222,8.227,37,2016,sg_off_tee
57,52,Roberto Castro,97,0.217,19.095,88,2016,sg_off_tee
58,58,Steve Marino,72,0.21,11.768,56,2016,sg_off_tee
59,59,Billy Horschel,73,0.201,11.464,57,2016,sg_off_tee
60,62,David Lingmerth,84,0.193,11.608,60,2016,sg_off_tee
61,63,Francesco Molinari,64,0.192,10.923,57,2016,sg_off_tee
62,64,Jason Day,76,0.186,10.05,54,2016,sg_off_tee
63,61,Patrick Reed,105,0.183,14.243,78,2016,sg_off_tee
64,65,Greg Owen,85,0.177,12.183,69,2016,sg_off_tee
65,67,Marc Leishman,89,0.159,10.344,65,2016,sg_off_tee
66,68,Derek Ernst,59,0.152,6.529,43,2016,sg_off_tee
67,69,Nick Taylor,83,0.149,9.826,66,2016,sg_off_tee
68,70,Webb Simpson,70,0.146,8.454,58,2016,sg_off_tee
69,66,Russell Knox,92,0.13,8.471,65,2016,sg_off_tee
70,71,Brett Stegmaier,87,0.128,9.571,75,2016,sg_off_tee
71,72,John Huh,86,0.127,10,79,2016,sg_off_tee
72,73,Kyle Reifers,115,0.117,11.356,97,2016,sg_off_tee
73,74,Rory Sabbatini,57,0.115,4.492,39,2016,sg_off_tee
74,75,Danny Lee,93,0.108,7.668,71,2016,sg_off_tee
75,76,Scott Stallings,74,0.106,6.681,63,2016,sg_off_tee
76,77,Scott Langley,65,0.105,5.582,53,2016,sg_off_tee
77,78,James Hahn,85,0.1,7.027,70,2016,sg_off_tee
78,80,Chris Kirk,90,0.086,6.353,74,2016,sg_off_tee
79,81,Ben Martin,92,0.079,6.317,80,2016,sg_off_tee
80,82,Bronson Burgoon,83,0.069,4.476,65,2016,sg_off_tee
81,83,Bill Haas,86,0.068,4.335,64,2016,sg_off_tee
82,84,Ernie Els,66,0.065,3.665,56,2016,sg_off_tee
83,85,Robert Streb,87,0.05,3.275,66,2016,sg_off_tee
84,86,Chad Campbell,90,0.048,3.862,80,2016,sg_off_tee
T85,87,Jason Gore,78,0.044,2.61,60,2016,sg_off_tee
T85,79,Jimmy Walker,85,0.044,3.089,71,2016,sg_off_tee
87,88,Spencer Levin,104,0.043,3.541,82,2016,sg_off_tee
88,89,Kyle Stanley,92,0.041,3.263,79,2016,sg_off_tee
T89,T90,Will Wilcox,67,0.04,2.289,57,2016,sg_off_tee
T89,T90,Ken Duke,58,0.04,1.903,48,2016,sg_off_tee
91,92,Charles Howell III,91,0.039,3.083,79,2016,sg_off_tee
92,94,Will MacKenzie,84,0.032,2.08,66,2016,sg_off_tee
93,95,Johnson Wagner,86,0.03,2.295,76,2016,sg_off_tee
94,T101,Justin Thomas,99,0.029,2.193,75,2016,sg_off_tee
95,96,Anirban Lahiri,72,0.025,1.205,48,2016,sg_off_tee
T96,T97,Henrik Norlander,71,0.023,1.21,53,2016,sg_off_tee
T96,T97,Vijay Singh,72,0.023,1.498,65,2016,sg_off_tee
98,99,Blayne Barber,84,0.018,1.364,74,2016,sg_off_tee
99,100,Michael Thompson,71,0.015,0.812,54,2016,sg_off_tee
100,T101,Jerry Kelly,76,0.013,0.795,60,2016,sg_off_tee
101,103,Hiroshi Iwata,85,0.012,0.83,67,2016,sg_off_tee
102,104,Fabián Gómez,82,0.009,0.662,73,2016,sg_off_tee
103,105,Steve Wheatcroft,85,0.008,0.557,70,2016,sg_off_tee
104,106,Shawn Stefani,91,0.003,0.236,77,2016,sg_off_tee
105,108,Andrew Loupe,75,-0.005,-0.307,67,2016,sg_off_tee
106,109,Michael Kim,100,-0.006,-0.547,86,2016,sg_off_tee
107,110,Sung Kang,89,-0.009,-0.629,73,2016,sg_off_tee
108,111,Dawie van der Walt,72,-0.013,-0.713,56,2016,sg_off_tee
109,112,Wes Roach,59,-0.015,-0.651,43,2016,sg_off_tee
110,113,Smylie Kaufman,91,-0.022,-1.572,72,2016,sg_off_tee
111,T114,Abraham Ancer,51,-0.024,-0.897,38,2016,sg_off_tee
112,116,Chesson Hadley,81,-0.031,-2.08,67,2016,sg_off_tee
113,117,Matt Jones,83,-0.039,-2.463,63,2016,sg_off_tee
114,118,Stewart Cink,61,-0.049,-2.41,49,2016,sg_off_tee
115,119,Jeff Overton,69,-0.054,-3.116,58,2016,sg_off_tee
116,107,Brandt Snedeker,93,-0.059,-4.4,75,2016,sg_off_tee
117,120,Ben Crane,80,-0.063,-4.146,66,2016,sg_off_tee
118,121,Rhein Gibson,58,-0.067,-2.948,44,2016,sg_off_tee
119,122,Zac Blair,99,-0.068,-5.471,81,2016,sg_off_tee
120,123,Chris Stroud,82,-0.069,-4.785,69,2016,sg_off_tee
121,124,Morgan Hoffmann,71,-0.07,-4.117,59,2016,sg_off_tee
122,125,Geoff Ogilvy,63,-0.081,-4.04,50,2016,sg_off_tee
T123,T126,Kelly Kraft,63,-0.093,-4.202,45,2016,sg_off_tee
T123,T126,Jonas Blixt,79,-0.093,-6.327,68,2016,sg_off_tee
125,128,Brian Stuard,66,-0.1,-6.022,60,2016,sg_off_tee
126,129,Ángel Cabrera,62,-0.106,-5.213,49,2016,sg_off_tee
127,130,Ryan Moore,86,-0.112,-7.273,65,2016,sg_off_tee
128,131,Vaughn Taylor,72,-0.113,-7.541,67,2016,sg_off_tee
129,132,Tyler Aldridge,83,-0.115,-7.678,67,2016,sg_off_tee
130,133,Hunter Mahan,61,-0.118,-5.906,50,2016,sg_off_tee
131,134,Daniel Summerhays,99,-0.126,-9.989,79,2016,sg_off_tee
132,135,Graeme McDowell,63,-0.129,-5.795,45,2016,sg_off_tee
133,136,Mark Hubbard,101,-0.143,-11.849,83,2016,sg_off_tee
134,T114,Phil Mickelson,75,-0.145,-8.581,59,2016,sg_off_tee
135,137,Stuart Appleby,71,-0.173,-11.432,66,2016,sg_off_tee
136,138,Martin Laird,82,-0.178,-12.652,71,2016,sg_off_tee
137,139,Bryce Molder,80,-0.181,-12.118,67,2016,sg_off_tee
138,140,Sam Saunders,69,-0.191,-9.738,51,2016,sg_off_tee
139,141,Billy Hurley III,66,-0.206,-12.141,59,2016,sg_off_tee
140,142,Dicky Pride,55,-0.212,-8.688,41,2016,sg_off_tee
141,143,Andres Gonzales,80,-0.222,-14.183,64,2016,sg_off_tee
142,144,Freddie Jacobson,86,-0.223,-16.044,72,2016,sg_off_tee
143,145,Brendon de Jonge,83,-0.229,-14.917,65,2016,sg_off_tee
144,146,Jim Furyk,52,-0.234,-10.302,44,2016,sg_off_tee
145,147,Harris English,97,-0.236,-17.209,73,2016,sg_off_tee
146,148,Jason Bohn,67,-0.259,-15.28,59,2016,sg_off_tee
147,149,Zach Johnson,90,-0.269,-19.663,73,2016,sg_off_tee
T148,T151,Alex Cejka,71,-0.292,-14.899,51,2016,sg_off_tee
T148,T151,Padraig Harrington,54,-0.292,-12.868,44,2016,sg_off_tee
150,153,J.J. Henry,68,-0.293,-17.881,61,2016,sg_off_tee
151,154,Colt Knost,90,-0.294,-20.905,71,2016,sg_off_tee
T152,T155,David Hearn,95,-0.303,-24.817,82,2016,sg_off_tee
T152,T155,Troy Merritt,77,-0.303,-19.72,65,2016,sg_off_tee
154,157,Tom Hoge,81,-0.315,-19.851,63,2016,sg_off_tee
155,158,K.J. Choi,73,-0.317,-21.211,67,2016,sg_off_tee
156,150,Kevin Na,96,-0.322,-22.249,69,2016,sg_off_tee
157,159,Patton Kizzire,93,-0.34,-25.497,75,2016,sg_off_tee
158,160,Cameron Smith,73,-0.357,-16.439,46,2016,sg_off_tee
159,161,Aaron Baddeley,93,-0.366,-27.423,75,2016,sg_off_tee
160,162,Retief Goosen,55,-0.385,-18.502,48,2016,sg_off_tee
161,163,David Toms,62,-0.39,-21.071,54,2016,sg_off_tee
162,164,Tyrone Van Aswegen,105,-0.393,-34.541,88,2016,sg_off_tee
163,165,George McNeill,51,-0.415,-19.096,46,2016,sg_off_tee
164,166,Steve Stricker,53,-0.44,-19.781,45,2016,sg_off_tee
165,167,Cameron Tringale,81,-0.443,-31.003,70,2016,sg_off_tee
166,168,Martin Piller,59,-0.444,-20.886,47,2016,sg_off_tee
167,169,Carlos Ortiz,79,-0.452,-27.586,61,2016,sg_off_tee
168,170,Tim Wilkinson,72,-0.459,-22.961,50,2016,sg_off_tee
169,171,D.A. Points,55,-0.492,-19.174,39,2016,sg_off_tee
170,172,Erik Compton,65,-0.495,-25.252,51,2016,sg_off_tee
171,173,Mark Wilson,66,-0.501,-27.575,55,2016,sg_off_tee
172,174,D.H. Lee,61,-0.51,-23.476,46,2016,sg_off_tee
173,175,Ricky Barnes,97,-0.518,-41.416,80,2016,sg_off_tee
T174,T176,Peter Malnati,85,-0.538,-39.776,74,2016,sg_off_tee
T174,T176,Derek Fathauer,94,-0.538,-40.869,76,2016,sg_off_tee
176,178,Chad Collins,73,-0.629,-40.286,64,2016,sg_off_tee
177,179,Robert Allenby,51,-0.631,-25.881,41,2016,sg_off_tee
178,180,Seung-Yul Noh,85,-0.637,-43.95,69,2016,sg_off_tee
179,181,Jon Curran,99,-0.659,-55.348,84,2016,sg_off_tee
180,182,Luke Donald,81,-0.665,-39.217,59,2016,sg_off_tee
181,183,Camilo Villegas,83,-0.764,-54.246,71,2016,sg_off_tee
182,184,Rob Oppenheim,67,-0.779,-39.712,51,2016,sg_off_tee
183,185,Luke Guthrie,57,-0.819,-36.85,45,2016,sg_off_tee
184,187,Brendon Todd,66,-1.043,-56.31,54,2016,sg_off_tee
185,188,Steven Bowditch,71,-1.616,-88.897,55,2016,sg_off_tee
